id ,College Name,State,Public (1)/ Private (2),num. appli. rec'd,num. appl. accepted,num. new stud. enrolled,num. FT undergrad,num. PT undergrad,in-state tuition,out-of-state tuition,room,add. fees,estim. book costs,estim. personal $,% fac. w/PHD,stud./fac. ratio,Graduation rate
1098,Lambuth University,TN,2,831,538,224,840,325,5170,5170,1400,210,600,1590,61,16.1,60
1099,Lee College,TN,2,651,498,453,1831,180,4788,4788,1660,132,500,1800,42,18.5,52
1100,LeMoyne-Owen College,TN,2,409,261,177,983,149,4200,4200,500,65,500,500,59,16.2,
1101,Lincoln Memorial University,TN,2,787,562,363,925,605,5950,5950,1200,120,600,1300,67,14.6,53
1102,Maryville College,TN,2,1464,888,176,624,128,11200,11200,1998,150,500,1642,80,11.1,51
1103,University of Memphis,TN,1,3921,2557,1691,10621,4864,1974,5908,1633,68,500,900,77,16.9,33
1104,Middle Tennessee State University,TN,1,4587,3423,2132,12541,2885,1616,5550,1584,176,500,,69,19.2,39
1105,Milligan College,TN,2,610,461,189,685,49,8200,8200,1600,200,550,1000,63,12,64
1106,Southern Coll. of Seventh-day Adventists,TN,2,699,660,349,1198,296,8414,8414,1530,250,504,900,49,14.1,59
1107,Rhodes College,TN,2,2302,1831,391,1345,59,15200,15200,2696,158,550,1500,90,10.8,77
1108,Tennessee State University,TN,1,6626,4122,721,4566,1913,1470,4836,986,70,,,72,18.6,41
1109,Tennessee Technological University,TN,1,2594,2542,1580,6461,910,1740,4025,1505,,700,1400,76,16.9,54
1110,Tennessee Wesleyan College,TN,2,232,182,99,402,237,7070,7070,2140,150,400,3158,59,8.9,36
1111,Trevecca Nazarene College,TN,2,272,272,145,770,213,4750,4750,1870,320,500,800,57,14,49
1112,Tusculum College,TN,2,626,372,145,983,40,7700,7700,3400,100,450,800,70,21.9,52
1113,Union University,TN,2,846,752,406,1688,502,5780,5780,1580,134,550,600,44,13.5,
1114,University of Tennessee at Chattanooga,TN,1,2091,1338,991,5359,1758,1824,5800,1704,,600,1025,76,16.8,39
1115,University of Tennessee at Knoxville,TN,1,7473,5372,3013,15749,3237,1830,5764,1584,222,750,3300,86,16.5,53
1116,University of Tennessee at Martin,TN,1,1934,1500,1123,4669,675,1900,5832,1490,,500,1000,68,19.6,48
1117,University of the South,TN,2,1445,966,326,1129,24,15350,15350,2010,175,450,810,89,10.3,82
1118,Vanderbilt University,TN,2,7791,4690,1499,5500,90,17865,17865,4132,964,630,952,93,5.8,83
1119,Bryan College,TN,2,315,242,108,410,15,7300,7300,2200,390,450,,70,12.6,62
1120,Abilene Christian University,TX,2,1660,1232,721,2885,537,7440,7440,,,450,2200,70,18.1,60
1121,Angelo State University,TX,1,3540,2001,1016,4190,1512,840,5130,1324,734,500,2000,60,23.1,34
1122,Austin College,TX,2,948,798,295,1120,15,11280,11280,,125,400,1150,81,13,71
1123,Concordia Lutheran College,TX,2,232,216,106,534,172,6900,6900,3800,480,450,1825,67,12.1,42
1124,Dallas Baptist University,TX,2,360,314,155,848,1542,5400,5400,1330,130,500,,48,14.4,87
1125,East Texas Baptist University,TX,2,379,341,265,1050,151,4950,4950,1040,470,530,1500,62,15.7,38
1126,East Texas State University,TX,1,2219,1441,719,4129,1343,1580,5390,,,810,1080,87,21.8,35
1127,Hardin-Simmons University,TX,2,467,424,350,1365,334,6300,6300,1360,480,700,2140,75,13.7,38
1128,Howard Payne University,TX,2,516,454,322,1201,214,5190,5190,1680,320,400,,59,12.7,37
1129,Houston Baptist University,TX,2,413,330,215,1247,430,5400,5400,2340,210,600,,65,14,56
1130,Huston-Tillotson College,TX,2,261,159,114,455,84,5180,5180,2064,660,500,1857,55,11,
1131,Incarnate Word College,TX,2,1163,927,386,1685,556,8840,8840,2049,110,750,2775,67,11.4,95
1132,Lamar University,TX,1,2336,1725,1043,5438,4058,864,4752,1386,840,508,1463,48,18.4,26
1133,LeTourneau University,TX,2,477,417,204,1532,77,8840,8840,4240,120,600,1400,58,20.8,56
1134,Lubbock Christian University,TX,2,550,500,275,863,218,6612,6612,,250,300,,39,11.9,39
1135,University of Mary Hardin-Baylor,TX,2,478,416,259,1351,555,4950,4950,1786,300,600,1200,46,16.4,
1136,McMurry University,TX,2,578,411,187,880,477,6930,6930,,,400,1525,57,11,32
1137,Midwestern State University,TX,1,1597,1125,751,3404,1734,840,5130,1800,896,630,1838,95,21.6,36
1138,University of North Texas,TX,1,4418,2737,2049,14047,5134,672,4104,1840,650,450,1700,86,22.6,35
1139,Our Lady of the Lake University,TX,2,2308,1336,295,1202,942,8530,8530,2020,134,616,1576,56,14.9,37
1140,University of Texas-Pan American,TX,1,4040,4040,1800,7410,3055,991,3486,,,,,92,22.9,16
1141,Rice University,TX,2,7935,1514,633,2674,,9950,9950,3100,365,525,1330,91,8.6,91
1142,Sam Houston State University,TX,1,4839,3549,1577,8901,2245,840,5130,1500,688,900,,76,27.2,43
1143,Schreiner College,TX,2,584,413,131,521,99,8955,8955,2810,40,500,1488,51,11.8,52
1144,Southern Methodist University,TX,2,4301,3455,1166,4892,387,12772,12772,2652,,576,1802,74,13.5,72
1145,Southwest Texas State University,TX,1,8532,5316,2421,13806,4277,840,4860,,884,500,,70,21.2,39
1146,Southwestern Adventist College,TX,2,321,318,172,620,280,7536,7536,1494,80,430,1651,44,13,36
1147,Southwestern University,TX,2,1244,912,352,1177,43,11850,11850,2150,,600,1050,83,11.3,67
1148,St. Edward's University,TX,2,1272,1012,375,1732,936,9428,9428,4070,,600,,76,15.7,46
1149,St. Mary's University of San Antonio,TX,2,1243,1020,414,2149,418,8678,8678,,330,700,1736,82,16.2,72
1150,Stephen F. Austin State University,TX,1,5870,4461,2272,9851,1289,780,4860,3610,618,200,,85,21.4,50
1151,Sul Ross State University,TX,1,,,305,1535,412,672,3888,1350,612,450,1944,68,18.8,28
1152,Prairie View A. and M. University,TX,1,2405,2234,1061,4564,448,840,4290,1580,820,598,1582,55,19.4,35
1153,Tarleton State University,TX,1,1195,1095,923,4856,724,840,4860,1292,639,1000,,60,21.9,41
1154,Texas Christian University,TX,2,4095,3079,1195,5064,660,8490,8490,1920,990,650,2400,81,14.8,64
1155,Jarvis Christian College,TX,2,575,482,206,542,9,3750,3750,1550,285,350,,48,12.1,25
1156,Texas College,TX,2,254,189,189,503,40,3605,3605,1580,455,300,300,37,18.4,26
1157,Texas A&M University at Kingsville,TX,1,1822,1481,1055,4455,941,,,,,,,89,19.7,42
1158,Texas Lutheran College,TX,2,497,423,215,895,429,7850,7850,1490,50,490,1700,54,13.8,50
1159,Texas Southern University,TX,1,4345,3245,2604,5584,3101,780,7860,1680,,600,1700,65,18.2,10
1160,Texas Tech University,TX,1,6334,5051,2957,16785,2780,780,4860,3688,838,530,,82,24.7,41
1161,Texas Wesleyan University,TX,2,592,501,279,1204,392,6400,6400,3484,390,600,1800,80,14.5,43
1162,Texas Woman's University,TX,1,989,777,474,3791,1961,647,2279,1502,140,700,1200,67,14.3,35
1163,Trinity University,TX,2,2425,1818,601,2110,95,12240,12240,3225,140,500,490,94,9.6,93
1164,University of Dallas,TX,2,681,588,246,1058,73,10760,10760,4030,50,500,1200,85,13.4,63
1165,University of Houston-Main Campus,TX,1,6233,3990,2150,15340,9355,672,4104,,690,600,,,14.6,32
1166,University of St. Thomas,TX,2,374,280,185,995,408,8550,8550,2000,96,500,1344,75,12.6,62
1167,University of Texas at Arlington,TX,1,3281,2559,1448,10975,8431,1206,4422,1440,,500,2850,73,21,29
1168,University of Texas at Austin,TX,1,14752,9572,5329,30017,5189,840,5130,1733,1068,650,3140,91,19.7,65
1169,University of Texas at El Paso,TX,1,3528,2941,2252,9551,4817,672,4104,2460,626,,,88,23.1,
1170,Wayland Baptist University,TX,2,253,216,196,829,1817,5100,5100,1116,350,600,1702,50,13.6,91
1171,West Texas A&M University,TX,1,1950,1506,1023,4111,1301,672,4104,1246,626,500,,70,21.9,34
1172,Baylor University,TX,2,6075,5349,2367,9919,484,6450,6450,2230,570,600,1346,71,18.5,72
1173,University of Texas at Dallas,TX,1,1089,780,410,2106,2919,784,4536,,724,645,2979,91,20.8,
1174,Univ. of Texas of the Permian Basin,TX,1,116,90,59,841,704,840,5130,3995,718,600,2923,84,15.5,
1175,University of Texas at San Antonio,TX,1,4217,3100,1686,9375,5457,672,4104,5376,768,452,1200,94,25.3,50
1176,Texas A&M University at Galveston,TX,1,529,481,243,1206,134,780,4860,1560,320,600,650,103,17.4,43
1177,Texas A&M Univ. at College Station,TX,1,14474,10519,6392,31643,2798,840,5130,1772,751,600,2144,89,23.1,69
1178,University of Houston - Downtown,TX,1,1541,1541,1108,3357,4701,672,4104,,328,500,2585,75,20.6,8
1179,Ambassador University,TX,2,397,244,223,1083,58,2700,2700,900,250,500,1150,34,17.2,
1180,Brigham Young University at Provo,UT,2,7365,5402,4615,27378,1253,2340,2340,2112,,860,1220,76,20.5,33
1181,University of Utah,UT,1,5095,4491,2400,13894,8374,1954,6857,1550,427,858,3093,89,12.8,37
1182,Utah State University,UT,1,4281,3825,2426,10657,4257,1650,5775,1335,363,700,1460,83,18.7,
1183,Southern Utah University,UT,1,1685,1640,856,3684,678,1221,4362,,378,756,1794,62,20.5,59
1184,Weber State University,UT,1,2632,2509,1750,8609,5680,1377,5148,1335,366,537,1752,66,23.9,38
1185,Westminster College of Salt Lake City,UT,2,917,720,213,979,743,8820,8820,1340,60,600,2025,68,10.5,50
1186,Averett College,VA,2,627,556,172,777,538,9925,9925,,350,750,1350,59,22.4,48
1187,Bluefield College,VA,2,377,358,181,653,129,7150,7150,2770,,450,1500,61,17.8,53
1188,Bridgewater College,VA,2,838,673,292,881,55,10265,10265,2215,1000,560,875,68,13.2,82
1189,College of William and Mary,VA,1,7117,3106,1217,5186,134,2808,11720,2318,1748,600,800,89,12.1,93
1190,Christopher Newport University,VA,1,883,766,428,2910,1749,2332,7860,,904,525,1889,80,21.2,48
1191,Eastern Mennonite College,VA,2,486,440,227,903,59,9650,9650,1900,,600,1300,46,11.4,82
1192,Emory & Henry College,VA,2,765,646,226,809,32,8578,8578,1920,622,700,1600,79,13.9,82
1193,Ferrum College,VA,2,1339,1107,336,1051,82,9400,9400,4200,,500,1600,53,12.5,22
1194,Hampden - Sydney College,VA,2,817,644,307,945,1,13218,13218,1903,415,660,600,95,13.3,69
1195,Hampton University,VA,2,7178,3755,1433,4623,740,7161,7161,1838,603,600,2000,60,14,70
1196,Hollins College,VA,2,602,498,215,795,74,13470,13470,3225,234,500,850,78,11.1,72
1197,Longwood College,VA,1,2747,1870,724,2874,118,2606,7920,,1640,550,2200,74,18.4,62
1198,Lynchburg College,VA,2,1756,1500,366,1524,280,12450,12450,2900,100,450,870,62,12.4,70
1199,James Madison University,VA,1,11223,5285,2082,9652,742,3900,7994,,,500,732,77,17.9,98
1200,Mary Baldwin College,VA,2,499,441,199,846,377,11200,11200,7400,,600,1300,66,6.8,90
1201,Marymount University,VA,2,941,772,214,1247,776,11390,11390,,,500,750,77,10.6,55
1202,Old Dominion University,VA,1,4569,3110,1251,8346,2501,3854,9464,,74,600,,79,15.1,45
1203,Radford University,VA,1,5702,4894,1742,8077,472,2924,6684,4110,,500,900,73,19.6,62
1204,Randolph-Macon College,VA,2,1771,1325,306,1071,27,13840,13840,1850,325,400,900,77,10.7,74
1205,Randolph-Macon Woman's College,VA,2,696,616,169,653,56,13970,13970,6110,120,370,920,88,9.2,68
1206,Virginia Commonwealth University,VA,1,4963,3497,1567,10262,5065,3034,10217,1620,880,500,3630,81,8.7,45
1207,Roanoke College,VA,2,2227,1790,437,1460,239,13425,13425,,,450,1200,85,13,72
1208,Shenandoah University,VA,2,818,620,218,868,247,10700,10700,,,450,1400,60,9.2,59
1209,St. Paul's College,VA,2,651,581,243,617,34,5000,5000,3650,515,600,600,45,14,45
1210,Sweet Briar College,VA,2,462,402,146,527,41,14500,14500,6000,125,500,600,91,6.5,61
1211,University of Richmond,VA,2,5892,2718,756,2854,594,14500,14500,1880,,700,1125,75,11.7,100
1212,Mary Washington College,VA,1,4350,2178,756,2997,736,2026,6490,2712,1180,650,2102,75,17.6,84
1213,Clinch Valley Coll. of the Univ. of Virginia,VA,1,689,561,250,1125,422,3093,7168,1961,,600,1900,67,18.1,46
1214,George Mason University,VA,1,5653,4326,1727,9528,3822,4044,10800,3150,25,580,1050,93,19.3,46
1215,Virginia Intermont College,VA,2,411,354,138,495,61,8170,8170,3980,100,600,3000,32,12.3,48
1216,Virginia Military Institute,VA,1,904,683,349,1191,,2980,9020,,1420,600,1000,84,11.1,68
1217,Virginia Tech,VA,1,15712,11719,4277,18511,604,3926,10260,,,740,2200,85,13.8,73
1218,Virginia State University,VA,1,2996,2440,704,3006,338,1894,5587,2750,1305,500,600,61,16,31
1219,Norfolk State University,VA,1,4066,3891,1358,6640,972,2782,6276,2100,35,350,2000,57,15.8,
1220,Virginia Union University,VA,2,1847,1610,453,1298,67,7384,7384,,458,500,1763,51,13.7,30
1221,Virginia Wesleyan College,VA,2,1470,900,287,1130,417,10900,10900,2800,150,500,550,70,15.7,68
1222,Washington and Lee University,VA,2,3315,1096,425,1584,3,13750,13750,2019,355,680,1115,81,9.6,90
1223,University of Virginia,VA,1,15849,5384,2678,11278,114,3724,12212,1816,756,500,1000,90,9.5,95
1224,Liberty University,VA,2,2814,2810,769,3350,253,5700,5700,4380,910,550,,55,17.9,
1225,Christendom College,VA,2,81,72,51,139,3,8730,8730,,150,400,800,92,9.3,58
1226,Bennington College,VT,2,519,327,114,457,2,21700,21700,2100,,600,500,35,10.1,55
1227,Castleton State College,VT,1,1257,940,363,1547,294,3660,7656,2598,570,400,700,89,14.7,79
1228,College of St. Joseph,VT,2,141,118,55,201,173,8300,8300,,100,450,1300,53,9.5,76
1229,Goddard College,VT,2,96,87,49,257,,13936,13936,5104,70,525,945,56,14.5,100
1230,Green Mountain College,VT,2,780,628,198,545,42,11750,11750,,300,400,850,77,14,76
1231,Johnson State College,VT,1,833,669,279,1224,345,3312,7656,2598,585,500,624,80,14.4,36
1232,Lyndon State College,VT,1,535,502,223,959,150,3168,7320,2092,826,500,600,48,12.6,51
1233,Marlboro College,VT,2,268,187,63,260,11,18375,18375,,380,300,300,56,7.5,61
1234,Middlebury College,VT,2,3456,1171,451,2016,39,25750,25750,,170,540,1000,87,10.5,97
1235,Norwich University,VT,2,1743,1625,626,1862,382,14134,14134,,,500,800,71,13.1,63
1236,Southern Vermont College,VT,2,520,204,108,418,279,8940,8940,2324,480,500,1150,28,13.4,57
1237,Saint Michael's College,VT,2,1910,1380,463,1715,106,13030,13030,2310,135,500,750,79,14.5,84
1238,Trinity College,VT,2,222,185,91,484,541,11010,11010,3084,260,550,500,58,10.4,78
1239,University of Vermont,VT,1,7663,6008,1735,7353,1674,6210,15516,3148,442,500,990,87,9.9,79
1240,Central Washington University,WA,1,2785,2011,1007,6507,898,2053,7242,3603,75,654,1416,67,18.1,51
1241,Eastern Washington University,WA,1,2231,1908,767,6561,559,2256,7974,2220,120,687,1437,69,17,47
1242,Heritage College,WA,2,97,62,21,286,227,5820,5820,,20,672,2424,48,9.5,100
1243,Gonzaga University,WA,2,1886,1524,526,2523,296,13000,13000,4450,100,600,2400,78,14.7,69
1244,Pacific Lutheran University,WA,2,1603,1392,504,2580,302,13312,13312,2240,,600,1516,78,11,83
1245,Seattle Pacific University,WA,2,1183,1016,411,1922,704,12669,12669,,85,600,1250,83,16.8,66
1246,Seattle University,WA,2,2115,1540,494,2993,347,12825,12825,1150,100,500,1500,85,12.2,89
1247,St. Martin's College,WA,2,191,165,63,494,574,11550,11550,,540,300,500,43,14.5,40
1248,University of Puget Sound,WA,2,4044,2826,688,2738,138,16230,16230,4500,140,630,1800,79,15,63
1249,University of Washington,WA,1,12749,7025,3343,20356,4582,2907,8199,,,708,2172,96,9,65
1250,Walla Walla College,WA,2,559,402,308,1522,151,10671,10671,1692,276,705,1675,48,11.5,
1251,Washington State University,WA,1,6540,5839,2440,14445,1344,2907,8200,3910,160,800,2719,84,16.9,56
1252,Western Washington University,WA,1,5548,3563,1549,8909,506,2406,8124,,,639,2385,83,22.7,61
1253,Whitman College,WA,2,1861,998,359,1220,46,16670,16670,2650,155,750,800,80,10.5,72
1254,Whitworth College,WA,2,1121,926,372,1270,160,12660,12660,,185,678,2424,80,16.9,80
1255,Evergreen State College,WA,1,1801,1101,438,3065,363,1785,6297,,60,600,1323,75,18.1,68
1256,Alverno College,WI,2,494,313,157,1317,1235,8352,8352,,90,650,2449,36,11.1,55
1257,Beloit College,WI,2,1320,923,284,1085,81,16304,16304,1748,170,355,715,87,11.1,69
1258,Carroll College,WI,2,1160,991,352,1357,737,12200,12200,1990,110,480,930,74,17.8,79
1259,Carthage College,WI,2,1616,1427,434,1405,580,13125,13125,,,500,1300,74,15.9,62
1260,Concordia University Wisconsin,WI,2,845,690,323,1870,1720,9300,9300,3400,60,600,1260,49,20.5,57
1261,Lakeland College,WI,2,497,452,231,887,1957,9400,9400,4005,395,500,1000,49,17.2,57
1262,Lawrence University,WI,2,1243,947,324,1129,74,17163,17163,1812,290,525,975,76,10.1,77
1263,Marian College of Fond du Lac,WI,2,824,670,337,1160,653,9400,9400,,150,500,1100,37,8.4,59
1264,Marquette University,WI,2,5152,4600,1685,7016,804,11610,11610,,150,600,1950,86,13.5,77
1265,Milwaukee School of Engineering,WI,2,1217,1088,496,1773,884,11505,11505,2055,,1000,2075,35,16.7,67
1266,Mount Mary College,WI,2,235,217,121,931,487,8950,8950,,,550,1125,51,10.7,78
1267,Northland College,WI,2,907,802,200,726,61,9570,9570,1560,230,350,,58,15.9,52
1268,Ripon College,WI,2,587,501,211,735,28,15200,15200,1840,190,350,650,87,9.4,64
1269,St. Norbert College,WI,2,1334,1243,568,1946,95,12140,12140,2355,75,425,1100,74,15.1,88
1270,University of Wisconsin at Madison,WI,1,14901,10932,4631,23945,2200,2737,9096,2050,,535,1545,93,11.5,72
1271,University of Wisconsin at Milwaukee,WI,1,5244,3782,1930,11561,7443,2771,8786,1964,,570,1980,79,15.9,38
1272,University of Wisconsin at Green Bay,WI,1,2409,1939,759,3819,1347,2284,6900,1600,,475,1200,81,22.2,46
1273,Viterbo College,WI,2,647,518,271,1014,387,9140,9140,1590,70,500,2245,51,10.7,73
1274,University of Wisconsin-Stout,WI,1,2593,1966,1030,6038,579,1916,6704,1404,400,376,1750,78,21,65
1275,Univ. of Wisconsin at Eau Claire,WI,1,5729,4520,1957,8516,1264,2208,6996,1565,1070,279,1260,80,19.3,61
1276,Univ. of Wisconsin at La Crosse,WI,1,4918,3965,1704,7306,707,2369,7157,,,,1700,,21.3,54
1277,Univ. of Wisconsin at Platteville,WI,1,2733,2000,917,4381,437,1920,6400,1175,420,300,1500,66,20.6,59
1278,Univ. of Wisconsin at River Falls,WI,1,,,,4342,478,2304,7092,1376,,191,1357,69,18.1,46
1279,Univ. of Wisconsin at Stevens Point,WI,1,4191,3090,1375,7198,998,2355,7142,1620,,300,1230,,19.2,67
1280,University of Wisconsin-Superior,WI,1,910,910,342,1434,417,2050,7032,1408,,550,1960,75,15.2,36
1281,University of Wisconsin-Whitewater,WI,1,4400,3719,1472,7804,1552,2300,6950,2500,,300,1200,90,23.1,67
1282,University of Wisconsin at Parkside,WI,1,1705,1339,772,2999,1825,,,,,,,87,18.4,28
1283,Univ. of Wisconsin at OshKosh,WI,1,4800,2900,1515,7764,1472,2158,6874,1450,,518,1890,73,19.2,56
1284,Wisconsin Lutheran College,WI,2,152,128,75,282,22,9100,9100,1800,90,500,1400,48,8.5,50
1285,Alderson-Broaddus College,WV,2,582,498,172,799,78,10468,10468,1574,92,660,1800,40,11.5,52
1286,Bethany College,WV,2,664,515,210,712,10,15700,15700,,300,400,1500,80,13,59
1287,Bluefield State College,WV,1,1046,832,518,1463,1150,1856,4498,,,600,2026,24,16.3,42
1288,Concord College,WV,2,1497,1469,383,2028,773,2052,4426,1454,,400,1874,55,19.2,49
1289,Davis & Elkins College,WV,2,629,501,183,754,187,9400,9400,2100,130,400,,64,12.8,94
1290,Fairmont State College,WV,1,2485,1800,1800,4540,2073,1800,4238,1400,100,600,,37,19.6,50
1291,Glenville State College,WV,1,1246,1246,553,1595,669,1782,4080,1488,,600,2000,25,17.3,65
1292,Marshall University,WV,2,4226,3666,2007,7703,2339,1660,5094,2030,330,700,1560,77,16.6,50
1293,University of Charleston,WV,2,682,535,204,771,611,9500,9500,,150,400,750,26,2.5,57
1294,Salem-Teikyo University,WV,2,489,384,120,700,45,10575,10575,1600,,400,620,46,13,98
1295,Shepherd College,WV,2,1405,1167,557,2452,1113,2064,4694,1990,,700,1665,57,16.5,46
1296,West Liberty State College,WV,1,1164,1062,478,2138,227,1900,4470,,,600,1210,33,16.3,60
1297,West Virginia Institute of Technology,WV,1,1594,1572,675,2432,616,3954,,1800,,500,,,15.3,56
1298,West Virginia State College,WV,1,1869,,957,2817,1939,1988,4616,1500,50,750,750,38,19.2,
1299,West Virginia University,WV,1,9630,7801,2881,14524,1053,2128,6370,2284,,,,83,13.4,57
1300,West Virginia Wesleyan College,WV,2,1566,1400,483,1509,170,14200,14200,1750,,450,1100,58,16.4,67
1301,Wheeling Jesuit College,WV,2,903,755,213,971,305,10500,10500,2100,,600,600,66,14.1,72
1302,University of Wyoming,WY,1,2029,1516,1073,7535,1488,1908,5988,1462,300,600,1500,91,15.1,45
