id,listing_url,name,description,host_id,host_name,host_in_state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,instant_bookable,review_scores_rating,number_of_reviews
875735,https://www.airbnb.com/rooms/875735,Asheville artist  bungalow. 3 minutes to downtown,"1 queen bed with bath in small shared 1920s Bungalow . Woodstove, organic garden, Large yard filled with large scale sculpture. Quiet neighborhood.  5 minutes to the beautiful scenic blue ridge parkway, 5 min drive to downtown Asheville.<br /><br /><b>The space</b><br />The private room has a queen bed and an extra futon mattress if needed. There is also a rocking chair and desk.  <br /><br />Your private bathroom has the essential amenities as well as a shower and bath. <br /><br />The open space in the house features a wood burning stove, lots of plant life, sitting area and a dining table. <br /><br />The kitchen is open for you to use. We usually cook our meals at home and you are welcome to join us if you are interested.<br /><br />The patio and yard are great features on the house. The patio has soft lighting for the evenings and a BBQ to use. We have a large yard where you can find an organic garden, sculptures, a hammock and sometimes even a pingpong table. <br /><br />We welco",4632589,Jason,TRUE,within a few hours,0.70,0.66,t,1,t,t,Private room in residential home,Private room,2,1,1,69,2,1125,f,4.64,153
881707,https://www.airbnb.com/rooms/881707,West A'ville sanctuary in the trees,"Beautiful, cozy and quiet.<br /><br /><b>The space</b><br />Corona virus COVID-19 note: rest assured our studio apartment is thoroughly disinfected and all items are re-washed and dried w/ high heat in between each reservation.<br /><br />A peaceful retreat awaits you in the trees just outside of West Asheville's ""locals"" downtown! Walkable to Haywood Rd and all our excellent neighborhood restaurants, art and yoga studios, farmers market and pubs. Note: Our house is in a dense suburban residential neighborhood and not outside of town. We have neighbors on all sides but we are lucky that our house is in an urban forest that affords privacy. <br /><br />The studio apartment is below the main house which has its own entrance and outdoor space. Our family lives above and we are very respectful of your privacy. The studio is SMALL one room space (12x15) but well equipped with a hot plate, under counter fridge, small table and 2 chairs and a queen size bed. You have your own small bathroom w",4664726,Jakub & Maria,TRUE,within an hour,1.00,1.00,t,2,t,f,Entire guest suite,Entire home/apt,2,NA,1,103,3,1125,t,4.87,740
910737,https://www.airbnb.com/rooms/910737,Comfy Home in W.AVL,"Two bedrooms available in my  home in the Emma neighborhood of West Asheville. The location is perfect for getting into West Asheville, the River Arts District, less than five miles to downtown and there is always hiking or tubing (depending on the time of year) on the French Broad River. After a day in town, sit back and relax on the front porch listening to the mockingbirds.<br /><br />(FYI - I am staying elsewhere on the property at this time).<br /><br /><b>The space</b><br />I have a cozy house with two bedrooms to offer to travelers who come to visit Asheville.  Check out the funk of the Asheville scene; music, art, restaurants, breweries and of course the glorious mountains.  My little home is located 4.5 short miles from downtown and about 2 miles from the River Arts District. <br /><br />The master bedroom provides a queen sized bed, while the guest room offers a full . Each room has a closet  and dresser, there is  a single bathroom. You will also have access to the washer an",4455863,Lori,TRUE,within a day,1.00,0.92,t,1,t,t,Entire residential home,Entire home/apt,4,2,2,159,2,14,t,4.81,16
942934,https://www.airbnb.com/rooms/942934,"""ZenShe"" Private Guest Quarters and Entrance","Very Clean, <br />Very Private<br />Very Affordable<br />And Very Zen<br /><br /><b>The space</b><br />You will be staying in peaceful, quiet, light filled  private 1 Bedroom Master Suite with QUEEN size bed, large spa like Bath, with a totally private entrance and hallway in the hub of West Asheville.  We have also provided you with an off the street private driveway to park your car which is located a few feet from the gate entrance to ZenShe.  This guest suite (ZenShe) is in the main house but does NOT visually share any part of the of owners quarters.  Home owners enter through their front door and through a vestibule into their home.  Airbnb guest enter through the side entrance of the home into a hall way leading to the guest suite.  The Airbnb guest suite and the homeowners living space are separated by two sets of French doors.  Any sound you might hear are just homeowners coming and going through their vestibule as they enter or leave their home.  Loughlin, the owners senior d",5100332,Pat,TRUE,within an hour,1.00,0.99,t,1,t,f,Private room in residential home,Private room,2,1,1,72,3,14,f,4.93,552
943832,https://www.airbnb.com/rooms/943832,"Asheville Montford Cottage, Walk To Town, 30 Days","My romantic  house is warm,comfortable & beautiful, filled with antiques& local art,stocked kitchen, in quite tranquil setting,has a large privacy fenced yard with majestic Oaks, wood burning fireplace in the family room, front porch with swing and outdoor dining area on patio.<br /><br /><b>The space</b><br />A taste of Real Asheville! This Arts and Crafts cottage is located in possibly the most popular area of Asheville, Montford.  One of the most beautiful and largest historic districts in the state of North Carolina,  filled with beautiful landscaping and structures, many of which were built between 1890 and 1925, reflecting Victorian, Tudor, Colonial Revival, Arts and Craft and Georgian architectural styles.<br />  My home is 2000sq ft and provides lots of privacy. Decorated with many beautiful antiques and works of local artist, has hardwood floors and rugs and is filled with lots of beautiful natural light. The large den is very comfortable; with a comfy leather sofa, recliners ",5107042,Terri,TRUE,within a day,0.70,0.71,t,1,t,f,Entire residential home,Entire home/apt,6,3,3,257,3,1125,f,4.67,133
971003,https://www.airbnb.com/rooms/971003,Montford Home 1.5 mi to DownTown,"Enjoy Montford & Asheville in my Beautiful Home.  2 main level bedrooms, both have Queen size beds with a shared bath with lots of Local Artwork throughout. Located in the Wonderful Montford Hills Urban Neighborhood. Easy access to downtown Asheville or a quick LYFT ride. You will have full use of main floor of my home.<br />This neighborhood has become quite popular since I purchased in 2000. Take time to walk in the gardens & surrounding neighborhood.<br /><br /><b>The space</b><br />Wonderful Montford Hills Home <br />Great Neighborhood/Downtown Location for when<br />You want to be right in town with EZ access.<br /><br />Asheville is known for its scenic beauty, abundance of opportunities to enjoy the outdoors, fantastic restaurants supplied with locally grown food, craft beer and eclectic sights and sounds. Great boutique shopping and local music and art offer plenty to do if you prefer to stay in town. We are also friendly in the best of the tradition of Southern hospitality.<br",5306734,Tammy,TRUE,N/A,N/A,1.00,t,1,t,t,Entire residential home,Entire home/apt,4,2,2,160,3,15,f,4.87,167
976034,https://www.airbnb.com/rooms/976034,Urban Peace 5 ml from Downtown AVL,"<b>The space</b><br />^The Urban Peace Experience^  Bonus! <br /><br /><br />^^ All guests will be greeted with a Welcome beverage (read reviews), including local flavor, personalized for each guest!<br /><br /> ^^Also Breakfast Is Included^^ An array of breakfast choices including (local when available) eggs. will be stocked and, included with your stay.  <br /><br /> Newly Renovated-Absolutely Non Smoking - 700 sq. ft. Downstairs Apt. Totally Private. Contemporary Spacious Design. Indulge In Simplicity, in this quiet unique space. <br /> Just 1/2 mile From the Blue Ridge Parkway!<br /> And a 6 minute drive From Downtown Asheville!<br />  <br />    Concrete caramel stain floors accented with sultry hand woven rugs and live plants. Wood burning stove for a cozy unwind. Comfy Euro lounger (opens into a full size bed). <br />Kick back and watch a 42in. ""Smart"" flat screen streaming Netflix, Pandora etc.<br /><br /> Open kitchen- Full size appliances,granite counter tops warmed with a Lyp",5340154,Ar,TRUE,N/A,N/A,N/A,f,1,t,t,Entire rental unit,Entire home/apt,2,1,1,151,2,30,f,4.96,163
977054,https://www.airbnb.com/rooms/977054,The Cottage In Asheville,"COVID-19 UPDATE: Due to safety and logistics issues created by the COVID-19 pandemic, the cottage is not available for booking. Please check back often for updates. <br /><br />Corporate/temporary/vacation rental in North Asheville. Our clean, contemporary cottage is perfect for exploring Asheville! Relax in a calming environment, isolated from, yet close to the city. The place is your own. Unwind. [AVAILABLE BY THE MONTH]<br /><br /><b>The space</b><br />Note: Until the City of Asheville decides to join the 21st century, we are limited to a 30 day rental minimum. Contact us for information on stays of different durations. The Cottage in Asheville is a comfortable cottage with hammock and swing strung from old-growth oak trees. Located only 1.25 miles from downtown Asheville and only three blocks from UNCA, the cottage is the perfect place from which to explore all that Western North Carolina has to offer.<br />The lofted ceiling and skylight gives this small space an airy, open qualit",4302936,Anne & Joe,TRUE,within a day,1.00,0.75,f,1,t,t,Entire guesthouse,Entire home/apt,2,1,1,130,30,1125,f,4.96,75
992821,https://www.airbnb.com/rooms/992821,Serene West Asheville Home with a Mountain View.,"Entire home. Peaceful escape with all the conveniences of West Asheville. 2 bedroom, 1 bath home sits on 2 acres. Quiet neighborhood with relaxing views from the covered porch.<br /><br />Uber and Lyft accessible. The house has easy access to restaurants and is only 1 mile to I-40. The heart of downtown Asheville is within 10-15 minutes; the Biltmore Estate is only 10 to 15 minutes away; the center of hip West Asheville is only 7 to 10 minutes away and River Arts district is just 15 minutes down the road.<br /><br /><b>The space</b><br />Our newly remodeled 100 year old farmhouse on the outskirts of West Asheville has two lush acres with mountain views located just minutes from hip West Asheville and downtown. <br /><br />The house has 2 bedrooms available and 1 full bathroom.  Bedroom 1 has a queen bed, Bedroom 2 has a queen bed, and the living room has a large sectional couch with a pull-out sofa bed that sleeps two. Full bath with clawfoot tub/shower combination. There is a full siz",5452427,Izaak,FALSE,within an hour,1.00,1.00,f,1,t,t,Entire residential home,Entire home/apt,6,2,2,158,2,1125,t,4.84,110
1039028,https://www.airbnb.com/rooms/1039028,The Cottage on Parkway Loop,"The Cottage is a cozy, light, fully self contained (small) home.  It has all the amenities of a larger home, but with the comfortable convenience of a smaller space. It's just the right distance from Downtown, with the peace and privacy of a small neighborhood. All who stay have loved it, and we've had many returning guests.<br /><br /><b>The space</b><br />The Cottage on Parkway Loop is a peaceful, welcoming space that provides you the opportunity to truly relax.<br /><br />If you've ever wondered what it's like to live in a tiny home, come stay with us and find out!<br /><br />At 600 sq ft The Cottage has a lot to offer for its diminutive size.  Downstairs are the living room, kitchen, and dining areas.  A full bath with claw-foot tub with shower and laundry adjoins the living room. Upstairs is the master bedroom with king- sized bed and half bath. This light filled room is tucked into a dormer with large windows looking out into a canopy of trees.  A small nook entices you to stay a",4143638,Tim And Muffi,TRUE,within an hour,1.00,1.00,t,1,t,t,Tiny house,Entire home/apt,4,1,1,105,2,28,t,4.99,224
